start_time,end_time,wav_file,emotion,V,A,D,speaker,transcriptions
17.2553,20.0055,Ses03M_impro06_M001,sad,3.5,2.5,2.5,Ses03M,alright.
162.0146,173.1274,Ses02F_impro08_F022,neu,3.5,3.5,4.0,Ses02F,"So, it's a five hour flight, but you'll arrive only at eleven a clock in the morning.  So that day, you can have plenty of time to get to your hotel--Rest up and then still have a nice afternoon your first afternoon in Maui."
107.98,124.59,Ses04F_impro05_F011,ang,1.5,4.5,5.0,Ses04F,Look fifty dollars is unacceptable.  My bag itself cost over a hundred and fifty dollars.  You can't just give me fifty dollar gift certificate to Percoes or whatever the hell and then send me off like that's- that's good enough.  Like that's all I needed was fifty dollars.  My bag is worth more than that.
67.3201,68.6995,Ses03F_impro07_M012,neu,4.0,2.5,2.0,Ses03M,oh yeah.
158.675,166.4244,Ses03M_impro08a_F021,ang,1.5,4.5,4.5,Ses03F,"I am a realtor and this is my business.  People are calling me all the time but you know, and I don't have a land line.  I can't afford to have a land line"
280.32,284.39,Ses04F_impro07_M058,neu,3.0,3.5,3.0,Ses04M,"I mean, like, I don't know.  I'm just saying if you need to make some extra cash.  You can, you know"
131.16,134.95,Ses03F_impro02_F020,sad,1.5,2.0,1.5,Ses03F,"Babe, I'm sorry. But I don't want to do."
161.48,168.58,Ses03M_impro05b_F021,neu,2.5,3.0,3.0,Ses03F,"Well, the entire flight, sir, the luggage was placed on another plane that never actually left Baltimore."
136.4628,142.2035,Ses03F_impro06_F021,sad,2.0,2.5,3.5,Ses03F,"It's weird, I kind of feel like part of me is gone now, you know?"
117.21,118.47,Ses01M_impro03_F018,neu,3.5,2.5,3.0,Ses01F,Yeah.
195.67,202.37,Ses05M_impro08_M025,neu,4.0,3.5,3.0,Ses05M,Uh huh Uh huh We want you to be happy.  You're our customer.  You're the most important thing. Okay?
165.32,167.36,Ses05F_impro03_F036,hap,5.0,4.5,4.5,Ses05F,[LAUGHTER]
51.1,53.68,Ses05M_impro08_M005,neu,3.0,3.0,2.5,Ses05M,Has somebody tried to pin your site?
111.1763,112.7157,Ses04M_impro05_M016,ang,2.5,2.0,2.0,Ses04M,You--
180.81,188.2546,Ses02M_impro04_F015,neu,3.0,2.3333,3.3333,Ses02F,"But like, just because you're considering why it's been so difficult doesn't mean you should just stop."
119.01,120.88,Ses03M_impro05a_M021,ang,1.5,4.5,4.5,Ses03M,Don't yell at me.
132.51,134.5925,Ses03F_impro08_M021,neu,3.0,2.5,3.5,Ses03M,About three million dollars.
163.54,165.73,Ses01F_impro02_F016,neu,2.0,1.0,2.5,Ses01F,I have to find sitters.
48.73,52.86,Ses01M_impro07_M006,hap,4.0,3.0,2.0,Ses01M,"I don't know. I should ask. Yeah, I will."
145.05,151.19,Ses03M_impro05a_M026,ang,2.5,3.5,4.0,Ses03M,"You're the manager? You don't know where you work for, you don't know where you're at and you're the manager?"
12.89,19.57,Ses04F_impro03_M001,neu,4.0,2.5,3.0,Ses04M,"Uh, you got a new car, a new house. Uh, a dog."
187.7365,191.1325,Ses02M_impro08_M027,neu,3.3333,3.0,3.0,Ses02M,And you know just I mean be careful in the future if um
166.11,167.7325,Ses03F_impro04_F024,sad,2.5,2.5,2.5,Ses03F,Yeah
157.3912,161.0958,Ses03F_impro04_M017,neu,3.5,3.0,3.0,Ses03M,Maybe you could start teaching. I don't know.
27.98,29.622,Ses02M_impro01_F004,neu,3.0,3.0,3.0,Ses02F,Well
89.44,95.3,Ses05F_impro04_M008,neu,2.5,3.5,3.0,Ses05M,"and No, I understand, but you've got to start somewhere.  It's better than nothing and that's all you have.  You have nothing right now."
200.57,204.3,Ses05M_impro03_F027,neu,3.3333,2.6667,2.6667,Ses05F,"Yeah, have you ever like lived with someone else before?"
29.42,35.95,Ses02F_impro05_M002,neu,3.0,2.5,2.0,Ses02M,"Uh, well some-some of the bags were--were lost on the way over here. uh-"
69.57,71.54,Ses05F_impro06_F007,sad,2.0,2.0,3.5,Ses05F,"I just, I don't know."
111.63,118.5,Ses04M_impro04_F007,neu,3.0,2.6667,3.6667,Ses04F,"If you're not willing to try and work with it and find something and, you know, I mean, there are things you could do."
146.81,149.37,Ses04F_impro02_F011,sad,1.5,2.5,2.0,Ses04F,What's that supposed to mean?
200.81,203.14,Ses04M_impro07_M030,neu,4.0,2.5,3.0,Ses04M,Maybe some golf matches.
177.46,183.79,Ses04M_impro08_M020,neu,3.0,3.5,3.0,Ses04M,"I mean, technically, that's policy.  But, like, I mean, I don't really care about -- nobody really cares about policy here."
6.5663,11.4367,Ses03M_impro08a_M000,neu,3.0,3.0,2.5,Ses03M,Hello.  This is Viacom Services.  How can I help you?
241.32,247.38,Ses02F_impro05_F019,ang,2.0,3.5,4.0,Ses02F,It sounds like it's such a little like oh well no big deal whatever.  It's a big deal to me.
144.09,145.68,Ses01F_impro06_M010,neu,3.0,2.5,3.0,Ses01M,Oh really?
104.97,107.78,Ses01F_impro04_M017,neu,3.0,3.5,3.0,Ses01M,"No.  But it has an outline, you know."
123.98,133.33,Ses02M_impro07_M026,hap,4.0,4.0,4.0,Ses02M,"I'm looking forward to getting there. I mean, God, the campus is cool, you know it's like all just very confined I mean just you know it's a college campus you know it's like"
65.34,69.58,Ses05F_impro01_F008,neu,2.0,3.5,3.5,Ses05F,"So could I maybe get the form from you, fill it out here- and maybe you could-"
125.73,128.52,Ses04F_impro03_M021,neu,2.5,4.0,4.0,Ses04M,I know but you just asked me to-
45.2702,51.6338,Ses03F_impro05_M003,neu,3.0,3.0,3.0,Ses03M,"Oh, not--we didn't lose it; maybe the airport lost it. Maybe someone stole it."
120.22,125.24,Ses01M_impro04_F013,neu,2.5,3.0,2.5,Ses01F,"Well, you know a little.  If you were to listen to--"
264.0,265.55,Ses05F_impro03_M066,hap,4.0,3.5,3.5,Ses05M,"That's what girls like, right?"
198.66,205.17,Ses01F_impro05_M034,neu,2.5,2.5,2.5,Ses01M,"If you want, you can write a letter.  I can give you the address. Yes.  An angry--"
96.6544,108.6034,Ses02F_impro02_F007,sad,2.0,2.5,3.0,Ses02F,"and--I mean, my daughter--I don't want to put her in danger.  You know?  She has to stay."
106.14,108.33,Ses05M_impro03_F008,hap,4.3333,3.6667,3.0,Ses05F,so cute.
243.9962,246.0341,Ses02M_impro06_F017,sad,2.5,2.0,2.5,Ses02F,Yes.
9.76,11.85,Ses05F_impro05_M000,neu,3.0,3.0,3.0,Ses05M,"Okay, what flight were you on?"
93.51,98.25,Ses03F_impro08_F014,neu,3.0,3.0,3.0,Ses03F,"And we will probably send you a calling card.  I'm very sorry.  You're just going to have to be patient, sir."
82.29,90.68,Ses02F_impro05_F006,ang,2.0,4.5,4.0,Ses02F,"That's all, that's all, that's all you're going to do is just give me fifty dollars and say go have fun on your vacation without any of your stuff?"
82.0975,85.08,Ses01F_impro03_F017,neu,3.6667,2.6667,2.3333,Ses01F,"Uh, I think seven hundred and fifty dollars."
255.55,263.25,Ses04M_impro06_M016,sad,2.0,2.0,2.5,Ses04M,I hope it rains.  Somehow that'll make me feel more comfortable.
148.7303,156.14,Ses02M_impro06_M011,sad,2.5,2.0,3.5,Ses02M,"Yes, I mean she cared about all of us. She was great"
95.45,99.875,Ses01M_impro02_M013,sad,1.5,3.0,3.5,Ses01M,I guess you're just going to have to have it without me.
141.06,145.04,Ses01M_impro04_F017,neu,3.0,3.0,2.5,Ses01F,"Like this, right now we're trying have a conversation."
120.66,122.32,Ses05F_impro06_F015,sad,2.0,2.0,2.5,Ses05F,[BREATHING]
185.97,188.85,Ses05M_impro03_M027,hap,4.0,3.3333,3.0,Ses05M,"Of course, we're gonna have kids, like three at least."
197.64,200.8,Ses04F_impro03_M035,neu,2.0,3.0,4.0,Ses04M,Well I can't be in charge of this.  I mean I got things I got to do.
132.68,138.85,Ses03M_impro08b_M012,neu,3.0,2.5,4.0,Ses03M,Tell them my name.  My name is Brent Backersen.
293.59,295.175,Ses03F_impro02_F040,sad,2.0,3.0,1.5,Ses03F,I know.
231.9856,234.9547,Ses03M_impro06_F019,sad,2.5,2.0,3.0,Ses03F,I would've loved to.
162.62,164.07,Ses05M_impro07_F039,hap,4.0,2.0,2.0,Ses05F,good for you.
153.145,159.61,Ses03M_impro05b_F020,neu,2.5,3.5,2.5,Ses03F,"I mean, our airline's fault.  I don't know what happened, misplaced, something happened but we will get you--"
106.3064,111.1739,Ses03M_impro06_M015,sad,2.0,2.5,3.0,Ses03M,and the kids are paralyzed in a coma right now.
96.6931,98.8348,Ses03M_impro06_F008,sad,1.5,2.5,3.5,Ses03F,Oh man.
139.1622,143.9179,Ses03F_impro05_M011,neu,4.0,2.5,3.0,Ses03M,"I think that's kind of stupid, that you put a hundred thousands of dollars in the bag."
74.06,75.65,Ses03M_impro04_F007,sad,3.0,1.5,1.5,Ses03F,Yeah.
167.4159,171.6,Ses04M_impro07_M025,neu,3.0,2.5,3.5,Ses04M,"Ouch.  That's, um -- oh, wow."
148.69,151.21,Ses04F_impro01_M023,ang,1.5,4.5,5.0,Ses04M,You're testing my goddamn patience.
156.4905,161.4797,Ses03M_impro06_M021,sad,2.5,3.0,3.5,Ses03M,I mean I haven't even talked to him on the phone for the past three months.
336.42,337.64,Ses04F_impro07_M073,neu,4.0,2.5,3.0,Ses04M,Yeah.
127.485,136.85,Ses01F_impro05_F017,ang,1.5,5.0,4.5,Ses01F,I don't care what you're freaking sign says.  Somebody- Somebody needs to replace everything I've got there and give me money for my inconvenience.
9.0256,11.695,Ses01M_impro04_F000,neu,2.5,2.5,3.5,Ses01F,You seem kind of down.
319.4,323.4,Ses05F_impro04_M031,neu,3.0,3.0,3.0,Ses05M,"Do they seem to like you? I mean, Can you get any read from them?"
170.61,177.53,Ses03M_impro05b_F023,neu,3.0,3.0,3.0,Ses03F,"Well we have some people back there that need some firing so, but I would just really appreciate--"
39.37,41.57,Ses05F_impro08_F004,neu,3.5,2.0,2.5,Ses05F,"yeah, I understand."
252.1016,254.1164,Ses02M_impro06_F018,sad,2.5,2.0,3.0,Ses02F,Yes.
105.76,109.09,Ses01M_impro01_F020,ang,1.0,4.0,5.0,Ses01F,Don't talk to me like I'm a child.
75.58,81.51,Ses05M_impro06_M007,sad,2.0,3.0,2.5,Ses05M,"he just did everything.  He was literally, literally the most talented guy I have ever met in my entire life."
74.2423,76.2871,Ses02M_impro01_M011,ang,2.5,4.0,3.5,Ses02M,"I filled out the application right, didn't I?"
28.37,34.71,Ses01F_impro03_F006,hap,4.0,3.3333,2.6667,Ses01F,"Uhuh, uhuh.  He won big and he-and he realized that the only thing that would make it better was me as his bride."
226.15,228.5558,Ses04M_impro02_F020,sad,2.0,1.5,1.5,Ses04F,When do you leave?
185.4522,189.8573,Ses03M_impro06_M025,sad,3.0,2.0,3.5,Ses03M,He was studying to be a doctor.
54.49,57.02,Ses03M_impro05a_F008,neu,3.0,2.5,3.0,Ses03F,How many pieces of luggage do you have checked in?
226.44,231.46,Ses04M_impro07_M036,neu,2.0,3.0,3.0,Ses04M,Forget it. Forget it. Forget it. No way.
5.072,9.3683,Ses02F_impro08_F000,neu,3.5,3.0,3.5,Ses02F,"Hi, my name is Shiloh, welcome to--Airline Six.  Hi, how may I help you?"
248.0522,265.9529,Ses02F_impro05_M020,neu,2.5,3.0,3.5,Ses02M,"All right, Miss, I-I know.  I realize this. But Like I said, there are several people that are in your same situation, so, um, it's not--it's not totally uncommon and I'm actually gonna have to ask you to move so I can help the next person."
81.52,87.5,Ses04M_impro07_M012,hap,3.5,3.0,3.5,Ses04M,"I'm guessing, you know it's like I I checked it out.  And, like, they have a decent history program."
75.0359,84.1992,Ses02M_impro02_M009,sad,3.0,2.5,4.0,Ses02M,I've never been - I've never been away from you for two weeks let alone a year.
203.16,206.5572,Ses03M_impro02_F029,sad,2.0,3.0,3.5,Ses03F,far away and he won't be here.
119.73,124.23,Ses05M_impro04_F011,neu,2.5,2.5,3.5,Ses05F,"Well, I don't really know.  I don't I don't know you in like a job situation, so."
255.35,257.31,Ses01F_impro06_M015,neu,3.0,3.0,2.5,Ses01M,Mmhmm.
41.3695,44.4061,Ses03M_impro08a_F004,neu,2.5,2.0,2.0,Ses03F,two two six six.
143.88,145.21,Ses05M_impro07_F033,neu,4.0,2.0,2.0,Ses05F,Okay.
31.256,34.4725,Ses01M_impro04_F003,neu,2.5,2.0,3.0,Ses01F,There's a lot of people looking for jobs.
91.98,99.61,Ses05M_impro06_M009,sad,1.5,3.0,2.0,Ses05M,"I mean, one second you think, you know, you're just having a conversation and then --"
198.33,203.88,Ses05F_impro08_M028,hap,4.0,3.0,2.5,Ses05M,"six four nine four. That would be so great, thank you so much."
161.285,165.745,Ses03F_impro02_F024,sad,2.0,3.5,2.5,Ses03F,"But she has you. I mean, that's what you're there for. You're my right-hand man."
53.7075,56.24,Ses01M_impro05_F013,neu,3.0,2.5,3.5,Ses01F,Four...Four hours ago.
74.5172,79.0786,Ses03F_impro06_F011,sad,2.5,2.0,3.0,Ses03F,He's so young. It seems so--
102.18,104.11,Ses05F_impro08_M013,neu,2.5,2.5,2.5,Ses05M,"Okay, great, go ahead."
118.1619,122.1723,Ses02F_impro05_M009,neu,2.5,3.0,2.0,Ses02M,"Yes, I know. I know-. It's It's frustrating.  Unfortunately though-- um"
34.8667,43.5889,Ses03F_impro06_F005,sad,2.0,3.0,3.0,Ses03F,"They thought he got--would get better and he did, and then it just- things turned bad."
133.47,143.18,Ses05M_impro08_M017,neu,3.5,3.5,3.0,Ses05M,"Okay Okay, And Um- letters and numbers and stuff.  Uh- Can you - Can you just type in IP address search? And hit enter."
17.23,22.51,Ses04M_impro06_F002,sad,2.0,2.0,2.0,Ses04F,"I know- I know there's nothing I can say that will really help, but--"
199.61,204.8248,Ses03M_impro06_M027,sad,2.5,2.5,3.0,Ses03M,What the...what am I doing?
128.22,132.82,Ses05M_impro04_F012,neu,2.5,3.0,3.0,Ses05F,"Wow.  I don't -- I mean, do you- do you have an attitude problem when you're on the job?"
165.61,168.1,Ses01F_impro06_M012,neu,2.5,2.5,2.5,Ses01M,Is it a big cemetery?
150.5,152.54,Ses04F_impro01_F019,ang,2.0,3.0,4.0,Ses04F,I'm testing your patience?
167.56799999999996,169.7174,Ses03M_impro08a_F022,ang,2.0,3.0,4.0,Ses03F,That you better be sorry.
175.0,182.38,Ses04F_impro08_M019,ang,2.5,4.0,4.5,Ses04M,because I know you're at a desk right now in your stupid corporate building and you're going to send me a check for sixteen dollars and forty two cents.
126.7989,133.6168,Ses02M_impro05_M016,ang,2.0,4.0,4.0,Ses02M,"Theft? Don't you know like all these people that are work - you keep like an eye on them, how can they get away with-"
117.07,126.04,Ses01F_impro06_F012,sad,2.0,3.5,4.5,Ses01F,"I don't know.  It just, like, I felt so bad because I shouldn't have done it.  I don't know.  Whatever."
199.1,201.62,Ses04M_impro07_F026,neu,3.5,2.5,3.0,Ses04F,"Okay.  Well that's cool, too, but like--"
139.87,141.31,Ses02F_impro03_M014,neu,4.0,2.5,2.25,Ses02M,That's great.  Yeah.
31.85,42.08,Ses04F_impro02_F002,sad,1.5,2.0,2.0,Ses04F,I don't know what to say.  I don't want to go but I don't have a lot of choice.
80.36,90.87,Ses05M_impro08_M009,neu,3.0,3.5,3.0,Ses05M,"Okay.  Is it being- Is it being compressed between anything by any chance?  Because sometimes your connection can be you know, disrupted by, you know, the cable being squished."
239.66,242.72,Ses05M_impro04_F034,neu,3.0,3.0,3.5,Ses05F,"That's rough.  I'm really sorry, Ryan."
159.35,160.74,Ses01M_impro06_M020,sad,3.0,2.5,2.0,Ses01M,What?
21.25,27.558000000000003,Ses05F_impro06_F001,sad,2.0,2.5,3.0,Ses05F,"Oh they had some pretty progressive cancer,"
99.7775,102.03,Ses01F_impro03_F022,neu,3.3333,2.6667,2.0,Ses01F,Fifty bucks. Mmhmm.
73.8543,79.1665,Ses02M_impro04_F006,neu,3.3333,2.3333,2.3333,Ses02F,"Well, I mean you're still here you've tried for this long so I think that says something all in itself."
174.6,182.79,Ses05M_impro03_M025,hap,4.0,3.3333,2.6667,Ses05M,"Oh, yeah.  My mom's freaking out. Oh yeah, She's so happy. this is you know  It's her dream come true.  She always wanted her little boy -- she wants kids, you know."
48.3219,52.36,Ses05F_impro05_M007,neu,2.5,3.5,3.5,Ses05M,I'm not sure where it is.  We can absolutely keep an eye out for for it for you.
58.78,60.21,Ses01M_impro07_F010,neu,3.0,2.0,2.0,Ses01F,Oh.
78.1955,82.6714,Ses02M_impro08_M007,neu,3.0,3.3333,2.6667,Ses02M,"Yea. All right. Well, let me-let me look it up here for a second. Uh, so i think"
69.5168,73.9495,Ses02M_impro08_F008,neu,3.0,3.6667,2.6667,Ses02F,"Uh, I don't know where it came from and it's actually quite large, and I don't have the money for it so"
81.52,89.96,Ses05M_impro06_M008,sad,1.5,3.0,2.0,Ses05M,And he's gone now and I  -- I just can't believe it.
328.23,331.95,Ses05F_impro04_M032,neu,3.0,3.0,3.0,Ses05M,Have you ever called them back and asked why you didn't get the job?
103.51,107.64,Ses05F_impro06_F012,sad,1.5,2.5,3.0,Ses05F,"I feel really bad for his family, you know."
52.26,58.7975,Ses03M_impro08b_F006,ang,1.5,2.5,4.0,Ses03F,No I did not drop my phone in water.  I'm not five years old and just dropped my phone anywhere I see it.  Okay this is my business.
259.25,262.14,Ses05F_impro05_M034,neu,3.0,3.0,3.0,Ses05M,"Uh, so it was really heavy."
223.9257,233.6212,Ses02M_impro06_M019,sad,2.0,2.0,4.0,Ses02M,"Well, you know I appreciate you coming over and talking to me, I mean it definitely helps"
99.82,106.3,Ses02M_impro06_M007,sad,2.0,2.0,3.5,Ses02M,"out to- out to dinner you know and do the troops to California, I mean."
61.57,65.73,Ses05F_impro02_F009,sad,1.0,3.0,1.5,Ses05F,I know.  I know.
8.13,11.29,Ses03M_impro04_M000,sad,2.5,1.5,1.5,Ses03M,I'm just so tired all the time.
195.3,199.72,Ses04M_impro04_M021,neu,2.6667,2.6667,2.3333,Ses04M,That's not true.  I take responsibility for my own actions.
104.36,118.33,Ses04F_impro08_F008,neu,4.0,2.5,2.5,Ses04F,"Well I'm very sorry, sir.  They should have dealt with it at that particular branch.  I apologize for that, uh, but we can help you.  That's no worries.  We can take care of that.  So how much did you need to be refunded?"
13.07,19.82,Ses05M_impro05_M002,neu,3.0,3.0,2.3333,Ses05M,"Uh- Like, an hour and a half ago.  I talked to somebody who was standing out there and they said wait.  Sometimes like random butt- pieces come out late."
85.72,93.9575,Ses01F_impro05_M016,neu,2.5,2.5,2.0,Ses01M,"No.  I'm just giving you money, the bag is gone.  If it's not here, I'm really sorry there is nothing I can do because..."
127.415,136.4228,Ses03M_impro03_M021,hap,4.0,4.0,4.0,Ses03M,"You're my guiding light, then they put on that song the I've had the time of my life, that song."
74.44,76.28,Ses05M_impro05_F012,neu,3.0,2.0,2.0,Ses05F,"yeah, I don't know."
90.81,92.07,Ses05F_impro08_F012,neu,3.0,1.5,2.0,Ses05F,Okay.
89.4093,97.07,Ses02F_impro04_M006,neu,2.5,4.0,4.0,Ses02M,"There...There are plenty of people out there with--with like, good jobs, you know, that are a lot..."
70.81,81.65,Ses03F_impro08_F010,neu,3.5,3.5,4.0,Ses03F,"Sir, I'm very sorry, but this is the way it is.  This- We have no control over it.  It's going to take-  -but you have to be patient with us.  You can use a calling card.  We will give you a free calling card to use."
68.4122,72.1731,Ses03M_impro01_M011,ang,1.5,3.5,4.0,Ses03M,I'm not going anywhere.  I'm staying right here.
107.02,108.56,Ses01M_impro06_F011,neu,2.5,2.0,2.5,Ses01F,Yeah.
32.3075,37.96,Ses01F_impro02_F003,neu,2.0,2.0,2.0,Ses01F,"I guess, you know, everybody has to make sacrifices."
10.01,12.2924,Ses02M_impro01_M002,neu,3.0,3.5,2.5,Ses02M,get my new license.
242.15,243.94,Ses05F_impro03_F053,hap,4.0,2.5,3.0,Ses05F,Definitely not for a while
41.73,43.37,Ses02F_impro06_F003,sad,1.3333,1.3333,1.6667,Ses02F,Yeah.
105.3994,111.5716,Ses02M_impro05_F013,neu,2.5,3.0,3.0,Ses02F,"they - they, it gets shipped to somewhere else and then it's stuck somewhere and then we have no way of tracking that."
33.99,37.9253,Ses05F_impro05_M004,neu,3.0,2.5,3.0,Ses05M,"Okay.  Well, let me see here. I-"
38.49,40.68,Ses05F_impro02_M004,ang,1.5,2.5,1.0,Ses05M,You got called up.
96.24,102.32,Ses03M_impro05a_M018,ang,1.0,5.0,5.0,Ses03M,Calm down?  It's my mother's funeral tomorrow.  I'm the one responsible for this.
48.73,61.77,Ses05F_impro08_F007,neu,3.5,2.0,2.5,Ses05F,"If yeah, well if you just slow down we'll um, we'll definitely have your problem solved and after we have your problem solved, then I can transfer you to a manager, someone who can you know, you can voice your complaint to, who will be able to something about it."
40.54,43.576,Ses01F_impro04_M006,neu,3.0,3.5,2.5,Ses01M,He's like a house manager. Yeah.  It's a good job.
74.89,81.26,Ses03M_impro07_M014,hap,5.0,4.5,2.0,Ses03M,Yeah.  This is so crazy.  I mean I didn't get into any other school but I got into the school I wanted.
89.16,93.4853,Ses02M_impro07_F017,hap,3.5,3.0,3.5,Ses02F,"Like you get to be a part of that. Like the, like the- Like a cult."
202.6138,208.2432,Ses03F_impro06_M011,sad,2.5,2.5,3.0,Ses03M,"Yeah, but you were there all the hospital days. By his bed-"
